GEOID,state,medinc_totalE,medinc_totalM,medinc_15_24E,medinc_15_24M,medinc_25_44E,medinc_25_44M,medinc_45_64E,medinc_45_64M,medinc_65_plusE,medinc_65_plusM,year,med_rentE,med_rentM,annual_rent,rtb_15_24,rtb_25_44,burden_cat_young,burden_cat_established,affordability_gap
25,Massachusetts,84385,511,44222,1787,96311,756,103973,894,52973,631,2020,1336,7,16032,36.25344850979151,16.64607365721465,Burdened (30-50%),Affordable (<30%),19.60737485257686
48,Texas,63826,218,33040,510,67635,476,76623,403,47004,323,2020,1082,3,12984,39.29782082324455,19.19716123308938,Burdened (30-50%),Affordable (<30%),20.10065959015517
30,Montana,56539,637,30779,1627,65365,1301,66189,1346,44118,1239,2020,836,13,10032,32.593651515643785,15.347663122466152,Burdened (30-50%),Affordable (<30%),17.245988393177633
31,Nebraska,63015,563,35184,1305,70839,838,76594,825,46268,696,2020,857,5,10284,29.229195088676676,14.517426841146827,Affordable (<30%),Affordable (<30%),14.711768247529848
39,Ohio,58116,228,32336,605,64709,459,70764,416,43386,267,2020,825,3,9900,30.616031667491338,15.299262853698867,Burdened (30-50%),Affordable (<30%),15.316768813792471
08,Colorado,75231,379,39484,806,81237,616,90347,879,54544,697,2020,1335,6,16020,40.573396818964646,19.72007828944939,Burdened (30-50%),Affordable (<30%),20.853318529515256
34,New Jersey,85245,402,40289,2138,92514,778,104297,738,57159,532,2020,1368,5,16416,40.74561294646181,17.744341396977756,Burdened (30-50%),Affordable (<30%),23.001271549484056
24,Maryland,87063,391,42903,1700,90255,740,105895,704,62017,800,2020,1415,6,16980,39.577651912453675,18.813362140601626,Burdened (30-50%),Affordable (<30%),20.76428977185205
51,Virginia,76398,361,38463,1252,82453,644,93370,765,54826,560,2020,1257,7,15084,39.21690975742922,18.29405843328927,Burdened (30-50%),Affordable (<30%),20.922851324139952
50,Vermont,63477,710,34160,2340,73502,1910,75100,1704,47140,1224,2020,999,15,11988,35.09367681498829,16.309760278631874,Burdened (30-50%),Affordable (<30%),18.78391653635642
37,North Carolina,56642,280,32919,807,61872,480,67560,552,42739,349,2020,932,4,11184,33.974300555909956,18.076027928626843,Burdened (30-50%),Affordable (<30%),15.898272627283113
05,Arkansas,49475,431,30278,1069,54906,894,57648,914,38417,518,2020,760,5,9120,30.120879846753418,16.610206534804938,Burdened (30-50%),Affordable (<30%),13.51067331194848
53,Washington,77006,296,42712,1120,85782,565,93563,746,54055,534,2020,1337,6,16044,37.56321408503465,18.70322445268238,Burdened (30-50%),Affordable (<30%),18.85998963235227
20,Kansas,61091,354,34184,1041,67765,921,74733,839,45777,641,2020,863,6,10356,30.294874795225834,15.28222533756364,Burdened (30-50%),Affordable (<30%),15.012649457662194
40,Oklahoma,53840,375,31349,786,59718,642,63878,661,43658,804,2020,818,4,9816,31.312003572681746,16.437255098965135,Burdened (30-50%),Affordable (<30%),14.874748473716611
55,Wisconsin,63293,303,35550,746,71783,498,77690,510,44123,435,2020,872,4,10464,29.43459915611814,14.577267598177842,Affordable (<30%),Affordable (<30%),14.857331557940297
28,Mississippi,46511,373,25854,1278,50688,790,54159,713,36653,732,2020,789,7,9468,36.62102576003713,18.678977272727273,Burdened (30-50%),Affordable (<30%),17.942048487309854
29,Missouri,57290,288,31485,709,65496,578,68158,688,42839,393,2020,843,3,10116,32.12958551691282,15.445218028581898,Burdened (30-50%),Affordable (<30%),16.68436748833092
26,Michigan,59234,218,32488,637,65769,509,72267,395,45142,307,2020,892,4,10704,32.94754986456538,16.275144825069564,Burdened (30-50%),Affordable (<30%),16.672405039495818
44,Rhode Island,70305,949,31344,5595,74724,1753,85936,1908,47050,1208,2020,1031,12,12372,39.47166921898928,16.556929500562067,Burdened (30-50%),Affordable (<30%),22.91473971842721
27,Minnesota,73382,297,40813,847,83759,616,90158,582,49601,392,2020,1010,7,12120,29.69642025825105,14.470086796642748,Affordable (<30%),Affordable (<30%),15.2263334616083
19,Iowa,61836,294,35662,1176,70785,769,76234,564,44441,540,2020,806,6,9672,27.12130559138579,13.663911845730029,Affordable (<30%),Affordable (<30%),13.457393745655763
35,New Mexico,51243,514,28881,1861,55218,1243,59285,1058,42947,786,2020,857,9,10284,35.60818531214293,18.624361621210475,Burdened (30-50%),Affordable (<30%),16.983823690932454
32,Nevada,62043,445,39384,1404,64927,910,72677,1020,49276,762,2020,1159,5,13908,35.31383302864107,21.420980485776333,Burdened (30-50%),Affordable (<30%),13.892852542864738
10,Delaware,69110,1112,34130,1699,71552,1536,83619,1593,56135,1305,2020,1150,11,13800,40.43363609727512,19.286672629695886,Burdened (30-50%),Affordable (<30%),21.146963467579234
72,Puerto Rico,21058,186,7256,785,23126,594,25019,389,17905,219,2020,486,6,5832,80.37486218302095,25.21836893539739,Severely Burdened (>50%),Affordable (<30%),55.15649324762356
21,Kentucky,52238,300,30975,945,60629,587,61430,654,39202,488,2020,783,4,9396,30.334140435835348,15.497534183311618,Burdened (30-50%),Affordable (<30%),14.83660625252373
46,South Dakota,59896,725,34766,2166,68132,1523,71973,1396,44644,931,2020,761,11,9132,26.26704251279986,13.403393412786944,Affordable (<30%),Affordable (<30%),12.863649100012918
47,Tennessee,54833,285,33990,1198,60434,609,64914,644,42047,385,2020,897,4,10764,31.668137687555166,17.811165899990073,Burdened (30-50%),Affordable (<30%),13.856971787565094
01,Alabama,54943,377,27050,1236,59945,906,66253,786,42673,577,2021,852,5,10224,37.79667282809612,17.055634331470515,Burdened (30-50%),Affordable (<30%),20.741038496625606
02,Alaska,80287,1113,44078,3362,86218,1988,95393,2336,62935,1685,2021,1279,21,15348,34.820091655701255,17.801387181331044,Burdened (30-50%),Affordable (<30%),17.01870447437021
04,Arizona,65913,387,39880,878,72443,718,79030,823,52250,516,2021,1172,5,14064,35.26579739217653,19.41388401915989,Burdened (30-50%),Affordable (<30%),15.85191337301664
05,Arkansas,52123,458,31919,920,58410,761,60778,830,40259,649,2021,803,7,9636,30.188915692847516,16.497175141242938,Burdened (30-50%),Affordable (<30%),13.691740551604578
06,California,84097,236,44205,675,90138,445,98785,439,60832,350,2021,1698,3,20376,46.09433322022395,22.605338480995808,Burdened (30-50%),Affordable (<30%),23.488994739228144
08,Colorado,80184,450,43365,1219,87239,718,96439,851,58270,740,2021,1437,8,17244,39.76478727084054,19.76638888570479,Burdened (30-50%),Affordable (<30%),19.998398385135754
09,Connecticut,83572,568,42038,1626,87411,1106,104155,1333,60256,795,2021,1260,9,15120,35.96745801417765,17.2975941243093,Burdened (30-50%),Affordable (<30%),18.669863889868353
10,Delaware,72724,1127,36302,1623,74893,1990,86798,1489,60631,1617,2021,1199,11,14388,39.6341799349898,19.211408275806818,Burdened (30-50%),Affordable (<30%),20.422771659182985
11,District of Columbia,93547,1718,46853,2324,109135,2428,97226,3680,64232,3932,2021,1681,18,20172,43.05380658655796,18.483529573464057,Burdened (30-50%),Affordable (<30%),24.570277013093904
12,Florida,61777,263,36500,1022,66433,461,72740,496,49257,297,2021,1301,4,15612,42.772602739726025,23.500368792618126,Burdened (30-50%),Affordable (<30%),19.2722339471079
13,Georgia,65030,355,36088,1143,68527,528,78375,596,47881,486,2021,1110,4,13320,36.909776102859674,19.437593941074322,Burdened (30-50%),Affordable (<30%),17.47218216178535
15,Hawaii,88005,761,50606,4143,89827,1449,102150,1691,75602,1734,2021,1755,16,21060,41.61561870133976,23.445066628073967,Burdened (30-50%),Affordable (<30%),18.170552073265796
16,Idaho,63377,614,37926,1694,70146,1160,74721,1332,48649,1040,2021,952,9,11424,30.121816168327797,16.28603199041998,Burdened (30-50%),Affordable (<30%),13.835784177907819
17,Illinois,72563,319,34424,748,80059,559,87986,566,51237,347,2021,1097,4,13164,38.24076225888915,16.4428733808816,Burdened (30-50%),Affordable (<30%),21.797888878007548
18,Indiana,61944,284,32864,1106,68146,696,75767,719,45864,434,2021,891,4,10692,32.534079844206424,15.689842397206,Burdened (30-50%),Affordable (<30%),16.844237447000424
19,Iowa,65429,397,38555,1276,74654,734,79713,771,47401,607,2021,845,4,10140,26.300090779406045,13.5826613443352,Affordable (<30%),Affordable (<30%),12.717429435070844
20,Kansas,64521,344,35320,1437,71976,701,78885,1011,49216,489,2021,912,5,10944,30.985277463193654,15.205068356118707,Burdened (30-50%),Affordable (<30%),15.780209107074947
21,Kentucky,55454,389,32699,1062,64245,735,65022,719,41677,529,2021,826,5,9912,30.312853604085753,15.428438010740136,Burdened (30-50%),Affordable (<30%),14.884415593345617
22,Louisiana,53571,378,29032,1543,60800,929,62999,867,40352,597,2021,923,5,11076,38.15100578671811,18.217105263157897,Burdened (30-50%),Affordable (<30%),19.93390052356021
23,Maine,63182,651,41563,1972,74827,1187,74619,1222,45579,927,2021,927,9,11124,26.76418930298583,14.866291579242787,Affordable (<30%),Affordable (<30%),11.897897723743043
24,Maryland,91431,570,45559,1946,94783,922,110664,1024,65655,712,2021,1485,7,17820,39.11411576197897,18.800839813046643,Burdened (30-50%),Affordable (<30%),20.31327594893233
25,Massachusetts,89026,495,47171,2299,101601,886,109641,995,56483,518,2021,1429,9,17148,36.35284390833351,16.87778663595831,Burdened (30-50%),Affordable (<30%),19.475057272375203
26,Michigan,63202,242,35152,746,70251,603,76804,513,48046,308,2021,946,4,11352,32.29403732362312,16.15920058077465,Burdened (30-50%),Affordable (<30%),16.13483674284847
27,Minnesota,77706,350,42756,1130,88800,671,94880,801,52710,384,2021,1081,5,12972,30.33960145944429,14.608108108108109,Burdened (30-50%),Affordable (<30%),15.73149335133618
28,Mississippi,49111,447,27906,1823,53708,784,57121,959,38478,682,2021,830,6,9960,35.69124919372178,18.54472331868623,Burdened (30-50%),Affordable (<30%),17.14652587503555
29,Missouri,61043,316,33312,877,69318,738,72907,657,45364,437,2021,886,4,10632,31.9164265129683,15.338007443953952,Burdened (30-50%),Affordable (<30%),16.57841906901435
30,Montana,60560,730,32413,2129,69192,1458,71064,1494,47015,915,2021,886,9,10632,32.80165365748311,15.365938258758238,Burdened (30-50%),Affordable (<30%),17.43571539872487
31,Nebraska,66644,429,37748,1152,75033,911,81188,1040,48639,767,2021,909,6,10908,28.896895199745682,14.537603454480028,Affordable (<30%),Affordable (<30%),14.359291745265654
32,Nevada,65686,488,42553,1866,68980,1026,76889,1045,51989,787,2021,1238,7,14856,34.91175710290697,21.53667729776747,Burdened (30-50%),Affordable (<30%),13.3750798051395
33,New Hampshire,83449,773,52926,2608,92836,1556,101817,1757,56845,1216,2021,1212,12,14544,27.47987756490194,15.666336335042441,Affordable (<30%),Affordable (<30%),11.8135412298595
34,New Jersey,89703,507,42764,1857,97523,953,108974,862,60697,576,2021,1436,5,17232,40.295575717893556,17.66967792213119,Burdened (30-50%),Affordable (<30%),22.625897795762366
35,New Mexico,54020,484,30939,1662,58701,1190,62148,1125,45450,934,2021,897,9,10764,34.79104043440318,18.336995962590073,Burdened (30-50%),Affordable (<30%),16.454044471813106
36,New York,75157,322,39366,1240,85570,631,88827,556,51837,332,2021,1390,4,16680,42.37158969669258,19.492812901717894,Burdened (30-50%),Affordable (<30%),22.878776794974687
37,North Carolina,60516,353,35016,757,66559,590,71754,636,45261,450,2021,988,4,11856,33.85880740233036,17.812767619705824,Burdened (30-50%),Affordable (<30%),16.04603978262454
38,North Dakota,68131,1030,36708,2337,77355,1916,85510,1935,48103,1177,2021,853,8,10236,27.88492971559333,13.23249951522203,Affordable (<30%),Affordable (<30%),14.6524302003713
39,Ohio,61938,252,34966,757,69071,479,74999,594,46112,312,2021,870,3,10440,29.857575930904307,15.114881788304787,Affordable (<30%),Affordable (<30%),14.74269414259952
40,Oklahoma,56956,382,33672,903,63274,508,66678,594,46258,561,2021,862,3,10344,30.719885958660015,16.347947024054115,Burdened (30-50%),Affordable (<30%),14.3719389346059
41,Oregon,70084,505,37990,1680,79576,802,82833,1165,52895,724,2021,1250,7,15000,39.48407475651487,18.84990449381723,Burdened (30-50%),Affordable (<30%),20.63417026269764
42,Pennsylvania,67587,271,35924,709,77704,509,82539,567,47153,344,2021,1013,5,12156,33.83810266117359,15.643982291773911,Burdened (30-50%),Affordable (<30%),18.194120369399684
44,Rhode Island,74489,1058,36658,6510,78332,1751,91477,2481,50765,1457,2021,1097,12,13164,35.91030607234437,16.80539243221161,Burdened (30-50%),Affordable (<30%),19.104913640132757
45,South Carolina,58234,482,32671,1386,64281,728,67842,801,46289,580,2021,970,6,11640,35.62792690765511,18.107994586269662,Burdened (30-50%),Affordable (<30%),17.519932321385447
46,South Dakota,63920,695,36890,2550,71901,1116,76949,1338,47146,1052,2021,809,10,9708,26.316074817023583,13.501898443693412,Affordable (<30%),Affordable (<30%),12.814176373330172
47,Tennessee,58516,363,36203,816,64728,599,68865,666,44459,445,2021,951,5,11412,31.52224953733116,17.630700778642936,Burdened (30-50%),Affordable (<30%),13.891548758688224
48,Texas,67321,214,35115,544,72082,445,80762,474,49599,373,2021,1146,3,13752,39.16275096112772,19.078271968036404,Burdened (30-50%),Affordable (<30%),20.084478993091317
49,Utah,79133,556,43564,1157,83643,647,99306,1250,59518,945,2021,1171,8,14052,32.25599118538243,16.799971306624585,Burdened (30-50%),Affordable (<30%),15.456019878757843
50,Vermont,67674,896,36246,3210,78988,1942,80368,1760,51650,1439,2021,1070,18,12840,35.42459857639464,16.255633767154503,Burdened (30-50%),Affordable (<30%),19.168964809240133
51,Virginia,80615,377,40953,1064,86973,694,99057,741,57591,499,2021,1326,5,15912,38.85429638854296,18.295333034389984,Burdened (30-50%),Affordable (<30%),20.55896335415298
53,Washington,82400,397,45745,1523,92003,726,100122,794,57423,500,2021,1439,6,17268,37.74838780194557,18.768953186309144,Burdened (30-50%),Affordable (<30%),18.979434615636425
54,West Virginia,50884,550,27814,1902,59761,1319,59223,1047,40256,659,2021,770,8,9240,33.22068023297619,15.461588661501649,Burdened (30-50%),Affordable (<30%),17.759091571474542
55,Wisconsin,67080,329,37323,997,75932,697,81802,535,48793,430,2021,916,3,10992,29.451008761353588,14.476110203866618,Affordable (<30%),Affordable (<30%),14.97489855748697
56,Wyoming,68002,1091,32895,2191,77657,2000,81693,1726,50854,1522,2021,878,14,10536,32.02918376652987,13.56735387666276,Burdened (30-50%),Affordable (<30%),18.461829889867108
72,Puerto Rico,21967,175,7826,892,24445,474,26052,355,18687,209,2021,505,6,6060,77.43419371326348,24.790345673961955,Severely Burdened (>50%),Affordable (<30%),52.64384803930153
01,Alabama,59609,377,29488,1405,65802,1042,72197,916,46134,520,2022,925,6,11100,37.64243081931633,16.868788182730007,Burdened (30-50%),Affordable (<30%),20.773642636586324
02,Alaska,86370,1083,52562,3545,93857,2603,101971,1908,66727,2778,2022,1345,17,16140,30.706594117423236,17.196373206047497,Burdened (30-50%),Affordable (<30%),13.51022091137574
04,Arizona,72581,450,45065,1075,80218,849,87845,936,56865,533,2022,1308,7,15696,34.829690447131924,19.566680794834078,Burdened (30-50%),Affordable (<30%),15.263009652297846
05,Arkansas,56335,422,35320,1343,63883,790,66270,836,43402,797,2022,868,5,10416,29.490373725934315,16.3048072257095,Affordable (<30%),Affordable (<30%),13.185566500224816
06,California,91905,277,48986,1027,99703,536,108046,509,66282,318,2022,1856,4,22272,45.46605152492549,22.33834488430639,Burdened (30-50%),Affordable (<30%),23.1277066406191
08,Colorado,87598,508,47039,1559,96255,947,106020,1016,63361,672,2022,1594,8,19128,40.664129764663365,19.8722144304192,Burdened (30-50%),Affordable (<30%),20.791915334244166
09,Connecticut,90213,730,46863,1906,95178,1579,111583,1305,65666,1052,2022,1374,9,16488,35.18340695217976,17.323331021874804,Burdened (30-50%),Affordable (<30%),17.860075930304955
10,Delaware,79325,1227,39968,2405,83882,2172,93881,1400,65131,1617,2022,1286,17,15432,38.61088871096878,18.397272358789728,Burdened (30-50%),Affordable (<30%),20.213616352179052
11,District of Columbia,101722,1569,50160,3220,118096,2175,109293,4292,67122,4069,2022,1817,19,21804,43.4688995215311,18.462945400352258,Burdened (30-50%),Affordable (<30%),25.005954121178842
12,Florida,67917,259,41020,987,73861,560,80393,495,53384,343,2022,1444,4,17328,42.242808386153094,23.460283505503583,Burdened (30-50%),Affordable (<30%),18.78252488064951
13,Georgia,71355,353,38956,1459,75852,589,86087,693,51911,449,2022,1221,5,14652,37.61166444193449,19.31656383483626,Burdened (30-50%),Affordable (<30%),18.295100607098227
15,Hawaii,94814,994,55565,4008,96571,2120,110596,1790,81656,2059,2022,1868,19,22416,40.34194186988212,23.21193733108283,Burdened (30-50%),Affordable (<30%),17.13000453879929
16,Idaho,70214,715,45275,2156,78182,1406,83706,1345,53064,1134,2022,1061,11,12732,28.121479845389285,16.285078406794405,Affordable (<30%),Affordable (<30%),11.83640143859488
17,Illinois,78433,297,38244,1024,87450,630,95019,603,55569,360,2022,1179,4,14148,36.99403828051459,16.178387650085764,Burdened (30-50%),Affordable (<30%),20.815650630428824
18,Indiana,67173,383,36444,855,74628,783,82494,748,49429,446,2022,967,4,11604,31.840632202831742,15.549123653320471,Burdened (30-50%),Affordable (<30%),16.29150854951127
19,Iowa,70571,395,42113,1381,80820,748,87016,923,51672,558,2022,914,6,10968,26.044214375608483,13.570898292501857,Affordable (<30%),Affordable (<30%),12.473316083106626
20,Kansas,69747,479,38324,1601,78703,1048,85651,1024,53309,621,2022,986,7,11832,30.873604007932364,15.033734419272454,Burdened (30-50%),Affordable (<30%),15.83986958865991
21,Kentucky,60183,443,36225,1309,69951,764,70626,820,45428,457,2022,902,6,10824,29.879917184265008,15.473688724964617,Affordable (<30%),Affordable (<30%),14.40622845930039
22,Louisiana,57852,468,32411,1617,67420,922,67911,906,43997,532,2022,996,6,11952,36.87636913393601,17.727677247107685,Burdened (30-50%),Affordable (<30%),19.148691886828324
23,Maine,68251,611,47367,2838,81383,1254,81373,1254,49828,1037,2022,1009,15,12108,25.562100196339223,14.877800031947706,Affordable (<30%),Affordable (<30%),10.684300164391518
24,Maryland,98461,511,49616,1976,102281,903,119705,1065,70792,780,2022,1598,7,19176,38.64882296033538,18.748350133455872,Burdened (30-50%),Affordable (<30%),19.900472826879508
25,Massachusetts,96505,551,52434,1942,110567,1185,119054,902,61624,713,2022,1588,9,19056,36.34283098752717,17.23479880977145,Burdened (30-50%),Affordable (<30%),19.10803217775572
26,Michigan,68505,307,38933,881,76819,581,83523,626,51863,303,2022,1037,4,12444,31.962602419541263,16.199117405850117,Burdened (30-50%),Affordable (<30%),15.763485013691145
27,Minnesota,84313,348,47277,1289,96857,722,103889,690,57144,462,2022,1178,5,14136,29.900374389237893,14.594711791610312,Affordable (<30%),Affordable (<30%),15.305662597627581
28,Mississippi,52985,527,31259,2187,58241,814,62043,964,41473,684,2022,896,7,10752,34.39649380978278,18.461221476279597,Burdened (30-50%),Affordable (<30%),15.935272333503185
29,Missouri,65920,361,36299,830,75199,710,79430,840,48780,354,2022,957,4,11484,31.637235185542302,15.271479673931834,Burdened (30-50%),Affordable (<30%),16.365755511610466
30,Montana,66341,748,38257,2011,77250,1402,78432,1402,50694,1203,2022,974,13,11688,30.551271662702252,15.13009708737864,Burdened (30-50%),Affordable (<30%),15.421174575323612
31,Nebraska,71722,577,40505,1149,81256,1059,88209,1213,52616,796,2022,987,7,11844,29.240834464880876,14.576154376292214,Affordable (<30%),Affordable (<30%),14.664680088588662
32,Nevada,71646,495,46679,1732,75908,1019,84266,940,56049,787,2022,1382,7,16584,35.527753379464,21.84749960478474,Burdened (30-50%),Affordable (<30%),13.680253774679262
33,New Hampshire,90845,966,58664,3017,102765,1729,111608,1901,60844,1362,2022,1336,15,16032,27.328514932496933,15.600642242008467,Affordable (<30%),Affordable (<30%),11.727872690488466
34,New Jersey,97126,605,47184,2744,105714,1085,118213,870,66128,707,2022,1577,6,18924,40.10681586978637,17.90112946251206,Burdened (30-50%),Affordable (<30%),22.205686407274307
35,New Mexico,58722,581,32057,1546,64768,1285,68436,1351,49737,996,2022,966,10,11592,36.16058895093116,17.897727272727273,Burdened (30-50%),Affordable (<30%),18.262861678203883
36,New York,81386,350,43744,1219,93691,680,96457,641,55859,395,2022,1507,6,18084,41.34052670080468,19.301747232925255,Burdened (30-50%),Affordable (<30%),22.038779467879426
37,North Carolina,66186,380,39218,889,73212,624,78923,810,49257,440,2022,1093,4,13116,33.44382681421796,17.91509588592034,Burdened (30-50%),Affordable (<30%),15.528730928297616
38,North Dakota,73959,1131,41000,3065,84322,2028,93205,1803,53238,1442,2022,912,13,10944,26.69268292682927,12.978819287967552,Affordable (<30%),Affordable (<30%),13.713863638861719
39,Ohio,66990,272,38524,855,75413,444,81602,612,49800,316,2022,945,3,11340,29.436195618315853,15.037195178550117,Affordable (<30%),Affordable (<30%),14.399000439765736
40,Oklahoma,61364,451,36356,1238,68367,567,72161,729,50204,599,2022,934,5,11208,30.828473979535705,16.393874237570756,Burdened (30-50%),Affordable (<30%),14.434599741964949
41,Oregon,76632,539,43040,1939,87664,1059,91038,1157,57191,670,2022,1373,7,16476,38.28066914498141,18.794488045263734,Burdened (30-50%),Affordable (<30%),19.486181099717676
42,Pennsylvania,73170,347,40108,716,84653,572,89726,619,51201,378,2022,1110,5,13320,33.210332103321036,15.734823337625365,Burdened (30-50%),Affordable (<30%),17.475508765695672
44,Rhode Island,81370,1213,43688,6478,86770,2260,100530,2508,56242,1546,2022,1195,13,14340,32.82365867057315,16.526449233606087,Burdened (30-50%),Affordable (<30%),16.297209436967066
45,South Carolina,63623,486,36594,2076,70352,882,74496,929,50258,616,2022,1065,6,12780,34.923757993113625,18.16579486013191,Burdened (30-50%),Affordable (<30%),16.757963132981715
46,South Dakota,69457,788,39841,2453,78360,1144,84713,1531,51181,1044,2022,878,8,10536,26.445119349413922,13.445635528330783,Affordable (<30%),Affordable (<30%),12.999483821083139
47,Tennessee,64035,350,39907,986,71043,745,75932,643,48198,505,2022,1047,7,12564,31.483198436364546,17.68506397533888,Burdened (30-50%),Affordable (<30%),13.798134461025665
48,Texas,73035,227,38830,590,78570,413,88127,432,53510,385,2022,1251,4,15012,38.66082925573011,19.106529209621993,Burdened (30-50%),Affordable (<30%),19.554300046108114
49,Utah,86833,674,48652,1673,91937,866,109504,1269,64532,1226,2022,1302,10,15624,32.11378771684617,16.99424605980182,Burdened (30-50%),Affordable (<30%),15.119541657044348
50,Vermont,74014,1049,40031,3241,87231,1891,88017,2257,55435,1693,2022,1149,17,13788,34.44330643751093,15.806307390721189,Burdened (30-50%),Affordable (<30%),18.63699904678974
51,Virginia,87249,428,44781,1307,94687,768,108094,929,61928,471,2022,1440,7,17280,38.58779393046158,18.249601318026762,Burdened (30-50%),Affordable (<30%),20.338192612434817
53,Washington,90325,433,51503,1172,101586,762,109939,947,62564,610,2022,1592,8,19104,37.09298487466749,18.805740948555904,Burdened (30-50%),Affordable (<30%),18.28724392611159
54,West Virginia,55217,577,30438,1797,65724,1170,65200,1432,43429,685,2022,831,9,9972,32.76167947959787,15.172539711520905,Burdened (30-50%),Affordable (<30%),17.58913976807697
55,Wisconsin,72458,372,41408,1130,82872,706,88582,582,52831,417,2022,992,4,11904,28.748068006182383,14.36432088039386,Affordable (<30%),Affordable (<30%),14.383747125788522
56,Wyoming,72495,1201,36039,2120,84104,1684,87483,2316,54944,1339,2022,933,15,11196,31.066344793140765,13.312089793588891,Burdened (30-50%),Affordable (<30%),17.754254999551875
72,Puerto Rico,24002,222,9603,1155,26863,592,28626,466,20099,266,2022,545,5,6540,68.10371758825367,24.345754383352567,Severely Burdened (>50%),Affordable (<30%),43.7579632049011
01,Alabama,62027,400,31909,1077,68817,987,75342,1145,48232,570,2023,963,7,11556,36.215487793412514,16.792362352325735,Burdened (30-50%),Affordable (<30%),19.42312544108678
02,Alaska,89336,1374,54855,3971,96672,2468,105704,2198,69006,2858,2023,1388,20,16656,30.363686081487558,17.229394240317774,Burdened (30-50%),Affordable (<30%),13.134291841169784
04,Arizona,76872,414,48346,1409,85375,859,93182,983,59411,528,2023,1431,8,17172,35.51896744301493,20.113616398243046,Burdened (30-50%),Affordable (<30%),15.405351044771884
05,Arkansas,58773,503,37642,1691,66945,913,69249,1040,44711,656,2023,914,7,10968,29.137665373784603,16.38359847636119,Affordable (<30%),Affordable (<30%),12.754066897423414
06,California,96334,298,51149,1199,105081,509,112886,543,69431,364,2023,1956,5,23472,45.88946020450058,22.33705427241842,Burdened (30-50%),Affordable (<30%),23.55240593208216
08,Colorado,92470,483,50440,1151,101711,827,112708,1074,66062,798,2023,1693,7,20316,40.27755749405234,19.97424074092281,Burdened (30-50%),Affordable (<30%),20.30331675312953
09,Connecticut,93760,669,49834,2926,100559,1269,115883,1543,68166,1184,2023,1431,8,17172,34.45840189428904,17.076542129496115,Burdened (30-50%),Affordable (<30%),17.381859764792924
10,Delaware,82855,1234,42103,3015,88667,2489,97955,2024,67254,1436,2023,1341,17,16092,38.22055435479657,18.148803951864842,Burdened (30-50%),Affordable (<30%),20.071750402931727
11,District of Columbia,106287,1803,53537,3684,122558,2856,118523,5052,69627,3951,2023,1900,24,22800,42.58736948278761,18.603436740155683,Burdened (30-50%),Affordable (<30%),23.983932742631925
12,Florida,71711,282,44422,1030,78608,547,84752,572,56005,332,2023,1564,6,18768,42.249335914636895,23.875432525951556,Burdened (30-50%),Affordable (<30%),18.37390338868534
13,Georgia,74664,431,41315,1087,79772,733,90155,685,54137,505,2023,1306,6,15672,37.93295413288152,19.645991074562502,Burdened (30-50%),Affordable (<30%),18.286963058319017
15,Hawaii,98317,980,57099,4495,101237,1759,115219,1708,84450,1693,2023,1938,19,23256,40.72925970682499,22.97183835949307,Burdened (30-50%),Affordable (<30%),17.75742134733192
16,Idaho,74636,877,48140,3307,82610,1348,90222,1770,56607,863,2023,1150,13,13800,28.666389696717907,16.704999394746398,Affordable (<30%),Affordable (<30%),11.961390301971509
17,Illinois,81702,363,41007,888,91619,582,98419,750,57977,408,2023,1227,5,14724,35.90606481820177,16.070902323753806,Burdened (30-50%),Affordable (<30%),19.835162494447964
18,Indiana,70051,293,39033,1121,77972,759,85700,722,51271,466,2023,1020,5,12240,31.358081623241873,15.697942851279947,Burdened (30-50%),Affordable (<30%),15.660138771961925
19,Iowa,73147,438,44804,1379,83572,775,90341,1007,53593,623,2023,949,5,11388,25.417373448799214,13.626573493514574,Affordable (<30%),Affordable (<30%),11.79079995528464
20,Kansas,72639,453,40894,1392,81998,908,89631,1125,55595,653,2023,1029,6,12348,30.19513865114687,15.058903875704285,Burdened (30-50%),Affordable (<30%),15.136234775442585
21,Kentucky,62417,401,37732,1426,73054,831,73310,785,46646,536,2023,933,5,11196,29.672426587511925,15.325649519533496,Affordable (<30%),Affordable (<30%),14.34677706797843
22,Louisiana,60023,491,33023,1376,69966,899,70627,872,45349,649,2023,1038,7,12456,37.71916543015474,17.802932853100078,Burdened (30-50%),Affordable (<30%),19.91623257705466
23,Maine,71773,660,50118,3172,85950,1560,85415,1620,52842,936,2023,1084,12,13008,25.954746797557764,15.134380453752181,Affordable (<30%),Affordable (<30%),10.820366343805583
24,Maryland,101652,518,51277,1825,105992,827,123120,1453,73716,854,2023,1662,7,19944,38.89463112116543,18.81651445392105,Burdened (30-50%),Affordable (<30%),20.07811666724438
25,Massachusetts,101341,539,55122,2179,116186,1319,124618,1122,64818,680,2023,1687,9,20244,36.72580820724937,17.42378599831305,Burdened (30-50%),Affordable (<30%),19.30202220893632
26,Michigan,71149,286,41222,943,79938,643,86768,620,54099,339,2023,1084,5,13008,31.555965261268256,16.272611273737148,Burdened (30-50%),Affordable (<30%),15.283353987531108
27,Minnesota,87556,396,51213,1724,100802,673,108458,768,59382,521,2023,1235,7,14820,28.93796496983188,14.702089244261026,Affordable (<30%),Affordable (<30%),14.235875725570855
