GEOID,state,medinc_totalE,medinc_totalM,medinc_15_24E,medinc_15_24M,medinc_25_44E,medinc_25_44M,medinc_45_64E,medinc_45_64M,medinc_65_plusE,medinc_65_plusM,year,med_rentE,med_rentM,annual_rent,rtb_15_24,rtb_25_44,burden_cat_young,burden_cat_established,affordability_gap
01,Alabama,42081,183,21086,563,47474,492,51270,415,29466,264,2010,644,4,7728,36.649909892819885,16.27838395753465,Burdened (30-50%),Affordable (<30%),20.371525935285234
02,Alaska,66521,642,40863,1443,67966,1193,78610,1226,45414,1589,2010,972,9,11664,28.544159753322074,17.161521937439307,Affordable (<30%),Affordable (<30%),11.382637815882767
04,Arizona,50448,217,28751,765,54942,477,60747,408,37268,338,2010,856,4,10272,35.72745295815798,18.696079502020314,Burdened (30-50%),Affordable (<30%),17.03137345613767
05,Arkansas,39267,283,21820,616,44551,648,47141,462,28155,358,2010,617,4,7404,33.93217231897342,16.61915557451011,Burdened (30-50%),Affordable (<30%),17.31301674446331
06,California,60883,150,32470,415,64374,306,73646,296,40098,206,2010,1147,2,13764,42.38989836772406,21.3813030105322,Burdened (30-50%),Affordable (<30%),21.008595357191858
08,Colorado,56456,309,28167,837,60717,498,69405,563,37745,429,2010,852,4,10224,36.2977952923634,16.838776619398192,Burdened (30-50%),Affordable (<30%),19.45901867296521
09,Connecticut,67740,381,31483,1110,73744,797,84875,675,39360,532,2010,982,5,11784,37.42972397801989,15.979605120416576,Burdened (30-50%),Affordable (<30%),21.45011885760331
10,Delaware,57599,651,32422,1706,62038,864,70813,1192,39340,857,2010,938,8,11256,34.71716735549935,18.143718366162677,Burdened (30-50%),Affordable (<30%),16.573448989336672
11,District of Columbia,58526,982,31006,1636,69979,1525,62670,1520,41660,1253,2010,1063,13,12756,41.14042443398052,18.228325640549308,Burdened (30-50%),Affordable (<30%),22.912098793431213
12,Florida,47661,173,27317,407,52746,346,56673,322,34987,181,2010,957,2,11484,42.039755463630705,21.77226709134342,Burdened (30-50%),Affordable (<30%),20.267488372287286
13,Georgia,49347,240,25291,551,53271,349,58569,489,31899,254,2010,808,3,9696,38.337748606223556,18.201272737511967,Burdened (30-50%),Affordable (<30%),20.13647586871159
15,Hawaii,66420,603,36283,2744,68345,1415,76352,1112,52405,1065,2010,1260,18,15120,41.67240856599509,22.123052161826028,Burdened (30-50%),Affordable (<30%),19.549356404169064
16,Idaho,46423,367,27195,920,50854,659,56323,669,33137,561,2010,689,5,8268,30.402647545504692,16.25830809769143,Burdened (30-50%),Affordable (<30%),14.144339447813262
17,Illinois,55735,210,25854,446,61533,329,68668,392,34435,227,2010,834,3,10008,38.70967741935484,16.264443469357907,Burdened (30-50%),Affordable (<30%),22.445233949996933
18,Indiana,47697,197,23184,616,52962,338,59141,432,31802,251,2010,683,3,8196,35.351966873706004,15.475246403081455,Burdened (30-50%),Affordable (<30%),19.876720470624548
19,Iowa,48872,269,26000,596,56033,574,61140,404,31591,327,2010,617,3,7404,28.47692307692308,13.213641960987275,Affordable (<30%),Affordable (<30%),15.263281115935804
20,Kansas,49424,307,24844,790,53980,607,62659,634,33355,453,2010,671,4,8052,32.41023989695701,14.916635791033716,Burdened (30-50%),Affordable (<30%),17.493604105923293
21,Kentucky,41576,210,22486,705,47808,536,49999,399,27179,299,2010,601,3,7212,32.07329004714044,15.085341365461847,Burdened (30-50%),Affordable (<30%),16.987948681678592
22,Louisiana,43445,264,23231,996,49490,568,51829,445,28526,350,2010,712,5,8544,36.77844259825234,17.26409375631441,Burdened (30-50%),Affordable (<30%),19.51434884193793
23,Maine,46933,457,26999,1366,52645,805,56734,725,29733,560,2010,707,7,8484,31.423386051335235,16.115490549909772,Burdened (30-50%),Affordable (<30%),15.307895501425463
24,Maryland,70647,262,36504,973,74677,591,85695,694,43861,550,2010,1091,6,13092,35.864562787639706,17.531502336730185,Burdened (30-50%),Affordable (<30%),18.33306045090952
25,Massachusetts,64509,344,30830,716,72850,628,80150,538,34873,323,2010,1006,6,12072,39.156665585468694,16.571036376115305,Burdened (30-50%),Affordable (<30%),22.58562920935339
26,Michigan,48432,168,21528,374,53856,362,59703,372,32979,198,2010,723,3,8676,40.30100334448161,16.109625668449198,Burdened (30-50%),Affordable (<30%),24.19137767603241
27,Minnesota,57243,187,28693,858,64639,389,70338,315,34152,332,2010,759,3,9108,31.742933816610325,14.090564519871904,Burdened (30-50%),Affordable (<30%),17.65236929673842
28,Mississippi,37881,333,20560,866,42801,568,45264,670,25606,319,2010,648,5,7776,37.82101167315175,18.167799817761267,Burdened (30-50%),Affordable (<30%),19.653211855390484
29,Missouri,46262,177,24629,509,51838,345,56532,355,31175,277,2010,667,3,8004,32.49827439197694,15.440410509664726,Burdened (30-50%),Affordable (<30%),17.057863882312216
30,Montana,43872,408,24990,1552,48271,859,53601,886,31412,572,2010,629,5,7548,30.20408163265306,15.636717697996726,Burdened (30-50%),Affordable (<30%),14.567363934656335
31,Nebraska,49342,293,25891,1107,54640,630,61439,486,31963,448,2010,648,5,7776,30.0336024101039,14.231332357247437,Burdened (30-50%),Affordable (<30%),15.802270052856462
32,Nevada,55726,395,35955,1188,60044,575,63777,705,39562,690,2010,998,6,11976,33.308302044221946,19.945373392845248,Burdened (30-50%),Affordable (<30%),13.362928651376698
33,New Hampshire,63277,539,33076,2228,71284,924,74000,940,36981,609,2010,933,7,11196,33.84931672511791,15.70618932719825,Burdened (30-50%),Affordable (<30%),18.14312739791966
34,New Jersey,69811,309,33825,1479,76880,464,85617,542,39709,333,2010,1092,4,13104,38.74057649667406,17.04474505723205,Burdened (30-50%),Affordable (<30%),21.69583143944201
35,New Mexico,43820,386,23861,1081,46019,607,53674,770,33179,606,2010,683,6,8196,34.34893759691547,17.810034985549446,Burdened (30-50%),Affordable (<30%),16.538902611366023
36,New York,55603,178,27948,650,62225,311,67186,317,33860,187,2010,977,3,11724,41.94933447831687,18.841301727601447,Burdened (30-50%),Affordable (<30%),23.108032750715424
37,North Carolina,45570,206,24215,486,50584,319,54312,367,31025,229,2010,718,3,8616,35.5812512905224,17.03305393009647,Burdened (30-50%),Affordable (<30%),18.54819736042593
38,North Dakota,46781,452,24105,1480,54989,925,61703,975,28333,623,2010,555,6,6660,27.629122588674548,12.111513211733255,Affordable (<30%),Affordable (<30%),15.517609376941293
39,Ohio,47358,162,21951,390,52988,382,58956,344,31472,212,2010,678,2,8136,37.06437064370643,15.354419868649504,Burdened (30-50%),Affordable (<30%),21.709950775056928
40,Oklahoma,42979,265,24310,577,46603,460,52907,488,31402,330,2010,633,3,7596,31.246400658165363,16.299379868248824,Burdened (30-50%),Affordable (<30%),14.94702078991654
41,Oregon,49260,306,24740,829,53593,520,59837,590,34495,405,2010,795,4,9540,38.56103476151981,17.800832198234843,Burdened (30-50%),Affordable (<30%),20.760202563284963
42,Pennsylvania,50398,158,23737,593,57751,371,62923,320,30708,177,2010,739,3,8868,37.359396722416484,15.355578258385135,Burdened (30-50%),Affordable (<30%),22.003818464031347
44,Rhode Island,54902,645,25648,1876,62050,1403,69319,1231,31776,748,2010,882,9,10584,41.26637554585153,17.057211925866238,Burdened (30-50%),Affordable (<30%),24.209163619985294
45,South Carolina,43939,271,23327,821,48181,622,52047,412,31454,332,2010,701,4,8412,36.06121661593861,17.45916440090492,Burdened (30-50%),Affordable (<30%),18.60205221503369
46,South Dakota,46369,395,25904,1349,52847,827,57725,808,29833,652,2010,574,7,6888,26.590487955528104,13.033852441955077,Affordable (<30%),Affordable (<30%),13.556635513573028
47,Tennessee,43314,190,22130,526,48120,439,51997,359,29795,259,2010,678,3,8136,36.76457297785811,16.90773067331671,Burdened (30-50%),Affordable (<30%),19.8568423045414
48,Texas,49646,145,25098,343,52319,233,60964,258,33888,226,2010,786,2,9432,37.58068371981832,18.027867505112866,Burdened (30-50%),Affordable (<30%),19.55281621470545
49,Utah,56330,330,32349,707,58236,506,72256,696,40132,642,2010,781,5,9372,28.971529259018823,16.093138264990728,Affordable (<30%),Affordable (<30%),12.878390994028095
50,Vermont,51841,447,28715,2555,56339,996,62001,939,32773,774,2010,809,10,9708,33.80811422601428,17.23140275830242,Burdened (30-50%),Affordable (<30%),16.576711467711863
51,Virginia,61406,235,31967,627,67089,441,73733,509,38641,348,2010,970,4,11640,36.412550442643976,17.350087197603184,Burdened (30-50%),Affordable (<30%),19.062463245040792
53,Washington,57244,261,30652,583,62137,414,69546,512,38523,327,2010,882,4,10584,34.52955761451128,17.03332957819013,Burdened (30-50%),Affordable (<30%),17.496228036321153
54,West Virginia,38380,329,17841,1143,44698,599,47410,642,26683,311,2010,549,5,6588,36.92618126786615,14.73891449281847,Burdened (30-50%),Affordable (<30%),22.18726677504768
55,Wisconsin,51598,143,26635,511,57865,460,63948,353,32115,246,2010,713,3,8556,32.123146236155435,14.786140153806274,Burdened (30-50%),Affordable (<30%),17.337006082349163
56,Wyoming,53802,688,32382,1428,58586,1307,66241,927,34092,1078,2010,666,10,7992,24.680377987770985,13.641484313658554,Affordable (<30%),Affordable (<30%),11.038893674112431
72,Puerto Rico,18791,158,6538,450,22747,368,21595,249,14274,122,2010,425,5,5100,78.0055062710309,22.420538972172153,Severely Burdened (>50%),Affordable (<30%),55.58496729885874
28,Mississippi,38718,372,20321,892,43184,689,46276,720,26688,363,2011,680,5,8160,40.15550415825993,18.895887365690996,Burdened (30-50%),Affordable (<30%),21.259616792568934
29,Missouri,47202,185,24537,549,52711,382,57449,398,32578,283,2011,693,3,8316,33.891673798752905,15.77659312098044,Burdened (30-50%),Affordable (<30%),18.115080677772465
30,Montana,45324,418,25863,1091,50062,943,54795,703,32865,641,2011,649,7,7788,30.112515949425823,15.556709679996805,Burdened (30-50%),Affordable (<30%),14.555806269429018
31,Nebraska,50695,319,26330,753,55733,605,62900,514,33605,520,2011,672,5,8064,30.626661602734522,14.468986058529056,Burdened (30-50%),Affordable (<30%),16.157675544205468
32,Nevada,55553,449,35066,1920,59442,832,63508,733,40591,749,2011,1011,8,12132,34.59761592425711,20.409811244574545,Burdened (30-50%),Affordable (<30%),14.187804679682568
33,New Hampshire,64664,516,33375,1812,72500,1036,76533,1120,38538,639,2011,956,7,11472,34.37303370786517,15.823448275862068,Burdened (30-50%),Affordable (<30%),18.5495854320031
34,New Jersey,71180,323,33277,1468,78251,603,87186,553,41269,309,2011,1131,4,13572,40.78492652582865,17.344187294731057,Burdened (30-50%),Affordable (<30%),23.440739231097595
35,New Mexico,44631,391,24022,857,46736,643,54357,661,34665,632,2011,713,5,8556,35.61735076180168,18.30708661417323,Burdened (30-50%),Affordable (<30%),17.310264147628452
36,New York,56951,190,27896,591,63709,375,68872,381,35199,212,2011,1025,3,12300,44.09234298824204,19.306534398593605,Burdened (30-50%),Affordable (<30%),24.785808589648433
37,North Carolina,46291,203,24371,592,50983,375,55161,402,32242,239,2011,744,3,8928,36.633703992450044,17.511719592805445,Burdened (30-50%),Affordable (<30%),19.1219843996446
38,North Dakota,49415,595,25789,1370,57684,950,64680,865,29981,667,2011,584,7,7008,27.174376672224593,12.148949448720616,Affordable (<30%),Affordable (<30%),15.025427223503977
39,Ohio,48071,185,21626,450,53578,376,59591,352,32716,214,2011,697,2,8364,38.67566817719412,15.61088506476539,Burdened (30-50%),Affordable (<30%),23.064783112428728
40,Oklahoma,44287,217,25251,581,48000,538,54332,425,32387,341,2011,659,4,7908,31.317571581323513,16.475,Burdened (30-50%),Affordable (<30%),14.842571581323512
41,Oregon,49850,311,24366,723,53914,496,60743,484,35521,478,2011,830,4,9960,40.87663137158336,18.47386578625218,Burdened (30-50%),Affordable (<30%),22.402765585331178
42,Pennsylvania,51651,148,23889,481,59211,349,64400,322,32036,178,2011,770,2,9240,38.67888986562853,15.605208491665401,Burdened (30-50%),Affordable (<30%),23.073681373963126
44,Rhode Island,55975,548,25216,1786,61980,1191,71473,1233,33059,946,2011,901,9,10812,42.87753807106599,17.444336882865443,Burdened (30-50%),Affordable (<30%),25.43320118820055
45,South Carolina,44587,264,23647,866,48887,654,52883,500,32824,360,2011,728,3,8736,36.943375481033534,17.869781332460573,Burdened (30-50%),Affordable (<30%),19.073594148572962
46,South Dakota,48010,512,25802,1139,54330,1110,60080,952,31690,799,2011,595,8,7140,27.672273467173085,13.141910546659306,Affordable (<30%),Affordable (<30%),14.53036292051378
47,Tennessee,43989,207,21974,630,48883,458,52838,378,30905,302,2011,707,4,8484,38.609265495585696,17.355726939835936,Burdened (30-50%),Affordable (<30%),21.25353855574976
48,Texas,50920,133,25625,317,53603,228,62481,320,35238,248,2011,814,2,9768,38.11902439024391,18.22286066078391,Burdened (30-50%),Affordable (<30%),19.89616372946
50,Vermont,53422,468,28388,2750,59425,1095,63373,990,34621,816,2011,843,10,10116,35.634775257150906,17.023138409760204,Burdened (30-50%),Affordable (<30%),18.611636847390702
49,Utah,57783,371,32726,909,59503,556,73467,669,41278,702,2011,813,6,9756,29.811159322862558,16.395811975866764,Affordable (<30%),Affordable (<30%),13.415347346995794
51,Virginia,63302,265,32042,614,69325,518,76180,544,40563,350,2011,1024,6,12288,38.349666063291934,17.725207356653446,Burdened (30-50%),Affordable (<30%),20.62445870663849
53,Washington,58890,240,30293,614,63935,431,71300,517,40180,325,2011,923,4,11076,36.56290232066814,17.323844529600375,Burdened (30-50%),Affordable (<30%),19.23905779106776
54,West Virginia,39550,356,18422,1181,46585,610,48247,615,27773,400,2011,574,5,6888,37.390077081750086,14.78587528174305,Burdened (30-50%),Affordable (<30%),22.604201800007036
55,Wisconsin,52374,177,26744,511,58693,357,64904,359,33267,276,2011,735,3,8820,32.97935985641639,15.02734568006406,Burdened (30-50%),Affordable (<30%),17.95201417635233
56,Wyoming,56380,724,34312,1569,61662,1202,69229,1125,35232,1092,2011,708,12,8496,24.761016553975285,13.77833998248516,Affordable (<30%),Affordable (<30%),10.982676571490124
72,Puerto Rico,19122,139,6620,562,22792,330,22077,264,14885,166,2011,438,4,5256,79.39577039274924,23.06072306072306,Severely Burdened (>50%),Affordable (<30%),56.33504733202618
01,Alabama,42934,243,21496,687,48404,556,51913,398,30854,285,2011,674,4,8088,37.62560476367696,16.70936286257334,Burdened (30-50%),Affordable (<30%),20.91624190110362
02,Alaska,69014,793,41825,1236,71993,1468,80094,1492,47222,1485,2011,1017,17,12204,29.17872086072923,16.951648076896365,Affordable (<30%),Affordable (<30%),12.227072783832863
04,Arizona,50752,212,28126,779,55001,553,60615,491,38447,347,2011,881,4,10572,37.58799687122236,19.22146870056908,Burdened (30-50%),Affordable (<30%),18.36652817065328
05,Arkansas,40149,265,22611,760,45037,572,48357,571,29330,353,2011,637,4,7644,33.80655433196232,16.972711326242866,Burdened (30-50%),Affordable (<30%),16.83384300571945
06,California,61632,169,32169,397,65098,301,74259,309,41523,201,2011,1185,3,14220,44.20404737480183,21.843989062644013,Burdened (30-50%),Affordable (<30%),22.36005831215782
